len,acc,prec,recall,spec,f1,mcc,auc_roc,auc_pr
5,0.8432778489116517,0.8903654455469586,0.3164108614918408,0.989208632770043,0.4668989542971263,0.47224336026502256,0.6729797559724849,0.8374994112255543
5,0.8402048655569783,0.9084249050973446,0.2927981106342407,0.9918247217162117,0.44285714246173463,0.46001917988577007,0.679547692411641,0.8432029947577839
5,0.8427656850192061,0.869841267079869,0.3234946867491208,0.9865925438238743,0.4716006880623057,0.4692905703232186,0.6695855749164655,0.8349200000308864
5,0.8481434058898848,0.8802395183226361,0.34710743760672086,0.9869195549421453,0.4978831494514113,0.4922365424059632,0.6819740768797722,0.8496771971711028
5,0.8455825864276568,0.8961038931944679,0.3258559618348808,0.989535643888314,0.4779220775082925,0.48224196441684647,0.6766328614546483,0.839922845452306
5,0.8384122919334187,0.8624161044885366,0.30342384852016074,0.9865925438238743,0.44890829655117176,0.45019616316360656,0.6594824308941205,0.8333289577418241
5,0.8407170294494238,0.8548895872085502,0.3199527741204808,0.9849574882325188,0.46563573843158435,0.46012585774780596,0.665202521444364,0.8291642954821503
5,0.8411885245901639,0.8927335609247974,0.30460448606304075,0.9898593388976581,0.45422535171282974,0.46357318052986574,0.6699105183658299,0.8344145223438647
5,0.8358094262295082,0.8843283549092226,0.2798110976625607,0.9898593388976581,0.4251121072420519,0.4395855718544074,0.6566661701246527,0.8331608915068636
5,0.8421726876761465,0.8993055524329668,0.30614657174214355,0.9905135750767048,0.4567901230539769,0.467564698888487,0.6741429736120519,0.8338557169492795
5.0,0.8418274351684039,0.8838648189205349,0.31196058364251905,0.9885863382069002,0.4607833628772485,0.4657077089480993,0.6706124576076031,0.8369146832661615
6,0.8473751600512164,0.8958990508015803,0.33530106217792083,0.989208632770043,0.4879725081718449,0.4897024474395175,0.70110662879996,0.8534063593817444
6,0.8402048655569783,0.9054545421619835,0.2939787481771207,0.9914977105979406,0.44385026698409064,0.45984459710584963,0.7043822034342274,0.8612835823430984
6,0.8394366197183099,0.9263565855567575,0.2821723727483207,0.9937867884258382,0.43257918512888754,0.45785454351770966,0.6988058744267669,0.8511732633856423
6,0.8435339308578745,0.9068965485969085,0.31050767377744076,0.9911706994796695,0.46262093187104575,0.47418899920834945,0.6939366205915951,0.8617796972039198
6,0.8517285531370038,0.9110429419906658,0.35064935023536087,0.9905166772431273,0.5063938614608747,0.5083192726153827,0.700906124661621,0.8522002404516227
6,0.8453265044814341,0.8808777401853363,0.3317591495492808,0.9875735771786875,0.4819897079914324,0.4805110639400956,0.6897686000826817,0.8481575799787346
6,0.8435339308578745,0.8554216841704166,0.33530106217792083,0.9843034659959766,0.48176420654642554,0.47226723980573276,0.6857467614197084,0.8442739851265924
6,0.8427254098360656,0.8896321040480532,0.31404958640608077,0.9892051027186114,0.46422338528427276,0.47001175715365834,0.6915112694532759,0.8533989577793665
6,0.8401639344262295,0.8754208724733304,0.30696576114880075,0.987896630360518,0.4545454541481246,0.4584136208212611,0.672295227668041,0.8426735782432099
6,0.8467845247245709,0.9161073794761497,0.3226950350795567,0.9918220474347982,0.4772727268555308,0.48799612535088516,0.7095651357956475,0.8593021016757263
6.0,0.8440813433647557,0.8963109449461182,0.31833798014778036,0.9896981332205211,0.46932122344425303,0.4759109666958442,0.6948024446333525,0.8527649345569659
7,0.846606914212548,0.8780487778108269,0.34002361234944084,0.9869195549421453,0.4902127655402444,0.4857762973549732,0.7032516959169482,0.8588520404026677
7,0.8448143405889885,0.9350180471659998,0.30578512360592075,0.9941137995441093,0.4608540921166778,0.48146179350897006,0.7226210365016752,0.8713566444257924
7,0.8496798975672215,0.8987730033779969,0.34592680006384086,0.989208632770043,0.4995737421146003,0.49933400669584965,0.7145231301812092,0.8623051542666265
7,0.8473751600512164,0.8861538434272189,0.34002361234944084,0.9879005882969586,0.4914675763724679,0.48927240411620004,0.7032299748467098,0.8665161463187505
7,0.8524967989756722,0.9195046411160848,0.35064935023536087,0.9914977105979406,0.5076923072583825,0.5119283822722437,0.7099805527953006,0.8586925887003181
7,0.8481434058898848,0.8713450266919737,0.35182998777824087,0.985611510469061,0.5012615639181988,0.491969266552083,0.7040424883397411,0.8601492745912747
7,0.8491677336747759,0.9082278452271271,0.33884297480656084,0.9905166772431273,0.49355116036667995,0.49773773980912556,0.6996251382849272,0.8474942917834886
7,0.8417008196721312,0.9074733063790985,0.30106257343440074,0.9914949293452748,0.45212765917364567,0.4665662702122439,0.7037464574564004,0.8612799161465412
7,0.8340163934426229,0.8841698807561008,0.27036599731952066,0.9901864569871814,0.4141048820848961,0.4315051125159775,0.6840716344841737,0.8459181107945493
7,0.848834230079426,0.9050632882751162,0.3380614653214403,0.9901864569871814,0.49225473279496146,0.4958218461007538,0.7092384161070682,0.8588381043854704
7.0,0.8462835694154487,0.8993777660227543,0.32825714972641673,0.9897636317183023,0.4803100481740755,0.4851373119138421,0.7054330524914154,0.8591402271815479
8,0.8491677336747759,0.9134615355337772,0.33648169972080083,0.9911706994796695,0.4918032782641904,0.49804420752661344,0.7171494637245684,0.8654914857423925
8,0.8414852752880921,0.9418604614656572,0.2868949229198407,0.9950948328989226,0.4398190041268606,0.46786013689087863,0.720158077191381,0.8692098376681288
8,0.8435339308578745,0.9370370335665296,0.29870129834864073,0.9944408106623804,0.45299910433930246,0.47621663846750684,0.7223702161396087,0.8659385682395374
8,0.8504481434058899,0.8948948922075228,0.35182998777824087,0.9885546105335008,0.5050847453346738,0.5022876565405813,0.7039456004871026,0.8676207257870852
8,0.8542893725992318,0.9290123428116903,0.3553719004068809,0.9924787439527539,0.5140905204832702,0.5197309659864598,0.7274003303268969,0.8684222311964745
8,0.8412291933418694,0.8795986592655564,0.31050767377744076,0.9882275994152298,0.4589877831946005,0.4630186627460186,0.6982067455012179,0.8569772281348474
8,0.8501920614596671,0.8945783105584991,0.35064935023536087,0.9885546105335008,0.5038167934658042,0.5012285626464824,0.7149346750832094,0.8581296817220475
8,0.845030737704918,0.9087837807135684,0.3175914990347208,0.9911678112557515,0.4706911631927461,0.48076225956412594,0.7111984257831055,0.8600073611225364
8,0.8411885245901639,0.8927335609247974,0.30460448606304075,0.9898593388976581,0.45422535171282974,0.46357318052986574,0.6889373957712399,0.8510129653853448
8,0.8460158852165002,0.893890672366911,0.32860520055720427,0.9892051027186114,0.4805531542951139,0.4835623907556889,0.7131003359287679,0.8612615235660357
8.0,0.8462580858138983,0.9085851249414508,0.32412380188421713,0.9908754160347979,0.4772070898409392,0.48562846616542216,0.7117401265937098,0.8624071608564432
9,0.8537772087067862,0.9131736499605579,0.3600944505784009,0.9905166772431273,0.5165114305533349,0.5166756373825091,0.7266120856715169,0.8702121055114693
9,0.8435339308578745,0.901360541151835,0.31286894886320077,0.9905166772431273,0.4645048199259379,0.47387962715274246,0.7245858747293079,0.8708113041604925
9,0.8460947503201024,0.8819875749006597,0.33530106217792083,0.9875735771786875,0.4858853716972751,0.4837745758345132,0.7216331198395072,0.8658876054678419
9,0.847887323943662,0.9015872987251197,0.33530106217792083,0.9898626550065852,0.4888123920061855,0.49210754662462824,0.7054327179248426,0.8643259053806649
9,0.8540332906530089,0.9235473977873169,0.3565525379497609,0.9918247217162117,0.5144804084203743,0.5183417622100313,0.7287853589282359,0.8677786331630197
9,0.8483994878361075,0.8674351560016278,0.3553719004068809,0.9849574882325188,0.5041876042678495,0.49293787771697795,0.730222894150289,0.8763245494620725
9,0.8504481434058899,0.872521243987192,0.3636363632070409,0.98528449935079,0.5133333329055555,0.5014914727875303,0.721145887735246,0.8617383864723183
9,0.8445184426229508,0.9580152635190258,0.2963400232628807,0.9964017006881251,0.4526600536946257,0.48222912328317136,0.7174779600698113,0.8620322491319012
9,0.8414446721311475,0.890410955854757,0.30696576114880075,0.9895322208081347,0.456540824884512,0.4645643405519311,0.6989778001115435,0.8561425786869628
9,0.849090443248783,0.9053627731692027,0.3392434984169699,0.9901864569871814,0.49355116036667995,0.4968910972340179,0.7155638932176418,0.8602567761004276
9.0,0.8479227693726312,0.9015401855057295,0.33616756081897775,0.9896656674454489,0.48904673987223307,0.4922893060778053,0.7190437592377943,0.8655510093537171
10,0.8504481434058899,0.9021406700240346,0.34828807514960086,0.989535643888314,0.5025553658410942,0.5026394145720416,0.7297769093488673,0.8760415516465223
10,0.8435339308578745,0.8959731513557948,0.3152302239489608,0.9898626550065852,0.46637554544421345,0.4735995865441042,0.7295279355655198,0.8746053280805646
10,0.8448143405889885,0.938181814770248,0.30460448606304075,0.9944408106623804,0.45989304771845535,0.4817012392920024,0.7392008536042226,0.8757570095045568
10,0.8453265044814341,0.8983606527922602,0.3234946867491208,0.9898626550065852,0.4756944440315152,0.48128148102611573,0.7098296353078204,0.8682075698247883
