len,acc,prec,recall,spec,f1,mcc,auc_roc,auc_pr
7,0.8440460947503201,0.9343065659331877,0.30224321097728074,0.9941137995441093,0.4567350575765075,0.4781754178628757,0.7774103984237022,0.9134628971717977
7,0.8389244558258643,0.9618644027039644,0.26800472223376065,0.9970568996085492,0.4192059091235402,0.45843465502579483,0.7855750138268631,0.9107819465153433
7,0.8673495518565941,0.8680089466040068,0.45808736663744115,0.9807063436949947,0.5996908805257412,0.5680081723812073,0.7912128187712324,0.9162143077209371
7,0.8604353393085787,0.90159574228299,0.400236127036321,0.9879005882969586,0.5543744885082792,0.5422822898050708,0.7907321222437269,0.9109830950308981
7,0.8496798975672215,0.9452054762150498,0.3258559618348808,0.9947678217806515,0.484635644877405,0.502378187797429,0.7826688365888133,0.915144282556138
7,0.8832266325224072,0.7490445850330643,0.6942148752134417,0.9355788093735845,0.7205882348525807,0.6476593243209036,0.8074333479565502,0.9180673063781454
7,0.8588627049180327,0.9043715822284929,0.390791026693281,0.9885508665395647,0.5457543276621976,0.5364148296673619,0.8012114165913403,0.9173976616656606
7,0.8434938524590164,0.9275362285234194,0.30224321097728074,0.9934576378824149,0.45592163806240277,0.4755036079406466,0.7778093924487018,0.9086253354698353
7,0.8378170637970792,0.9650654979691463,0.2612293141120221,0.9973830549566951,0.41116279031519737,0.45341394976931454,0.7821894626529645,0.9126784166247136
7.0,0.8545295260098584,0.907051253853788,0.38019613052091505,0.9859051465565838,0.520353322741555,0.5209107271342939,0.7904041858952956,0.9144055439008401
8,0.869910371318822,0.8645161271730836,0.4746162922377612,0.9793982992219104,0.6128048775817035,0.5777295206750928,0.8052128219921485,0.9201643086089248
8,0.8453265044814341,0.9293286186242805,0.31050767377744076,0.9934597773075672,0.4654867252517816,0.4831923921029881,0.7770309334257142,0.9111595343238128
8,0.8540332906530089,0.9235473977873169,0.3565525379497609,0.9918247217162117,0.5144804084203743,0.5183417622100313,0.7972366402549022,0.9195008273728769
8,0.8691421254801537,0.8442622933519215,0.48642266766656117,0.9751471546843862,0.6172284639571322,0.575261690046255,0.7803126863471942,0.9138719506309732
8,0.8609475032010243,0.9021163997298508,0.402597402122081,0.9879005882969586,0.5567346934230737,0.5442903318697717,0.7965347594468754,0.9121019595185715
8,0.8463508322663252,0.9303135856086635,0.3152302239489608,0.9934597773075672,0.4708994704842156,0.4875372233511996,0.7835040011037672,0.9150301954422295
8,0.8855313700384123,0.7577319577864279,0.6942148752134417,0.9385219094380243,0.7245841030655673,0.6535064637947307,0.8055990236323066,0.9194147311752401
8,0.8650102459016393,0.8999999977500001,0.42502951543680106,0.986915276091948,0.5773857252787604,0.5599076446821418,0.8041176473649061,0.9191284523606764
8,0.84375,0.9372693692351683,0.29988193589152073,0.994438992150985,0.454382826069425,0.47730196838163264,0.7643477266920699,0.9024361607999755
8,0.8396105559825775,0.9545454506010519,0.2730496450673172,0.9964017006881251,0.4246323525508893,0.46036861812923785,0.77839794728071,0.9101565913521731
8.0,0.8579612799323397,0.8943631197647764,0.40381027693116467,0.9837468196903683,0.5418619646082924,0.5337437615243081,0.7892294187540594,0.9142964711585455
9,0.8640204865556979,0.9157894712742383,0.410861864922241,0.989535643888314,0.5672371633518849,0.5567759329829315,0.802008889234159,0.9214233207187603
9,0.8629961587708067,0.8999999976923077,0.41440377755088104,0.9872465660604165,0.5675020205598205,0.552094754929701,0.7928753570152863,0.9164920934348368
9,0.846606914212548,0.9397163087244103,0.31286894886320077,0.9944408106623804,0.46944198364088396,0.48930322508575813,0.7864460017244079,0.9141489641816654
9,0.8573623559539052,0.8680203023654307,0.403778039664961,0.9829954215228923,0.5511684121263751,0.5292411297974113,0.7845416814323437,0.916921609219011
9,0.8581306017925736,0.9246376784793111,0.37662337617872094,0.9914977105979406,0.5352348988798364,0.5345847869528287,0.7933997425694617,0.9116930991001982
9,0.8481434058898848,0.9319727859456708,0.3234946867491208,0.9934597773075672,0.48028045531964897,0.49507376196737646,0.7816940376516628,0.9155873111964438
9,0.8811779769526248,0.7641379299804995,0.6540731987555216,0.9440810984486327,0.7048346051495963,0.6340027042536324,0.8000546354178112,0.9164627512329516
9,0.8570696721311475,0.9047619022275577,0.38134592635024095,0.988877984629088,0.5365448500527036,0.5294064003261579,0.797935267239648,0.9173750685036259
9,0.8452868852459017,0.9293286186242805,0.31050767377744076,0.9934576378824149,0.4654867252517816,0.4831766855512887,0.7615167002379613,0.9022658431169449
9,0.8347425057647964,0.9631336361145916,0.24704491696566794,0.9973830549566951,0.3932267164692128,0.4395176033897451,0.7802920181415063,0.91433140697125
9.0,0.8555536963269885,0.9041498631428299,0.3835002409777997,0.986297570595634,0.5270957830801745,0.524317698523683,0.7880764330664248,0.9146701467675689
10,0.8617157490396927,0.9205479426834303,0.396694214407681,0.9905166772431273,0.5544554450870829,0.5482264036818029,0.8055898352150712,0.9234270842422339
10,0.8542893725992318,0.9212121184205694,0.3589138130355209,0.9914977105979406,0.5165675441660428,0.5192109386852966,0.781049258587752,0.9121722263704546
10,0.8489116517285531,0.9385665496977251,0.3246753242920008,0.9941137995441093,0.48245613992767,0.4987193992342023,0.795141964868959,0.9175283364593073
10,0.860179257362356,0.87344912934628,0.41558441509376104,0.9833224326411634,0.56319999954944,0.5404074707755945,0.7844487491327206,0.9150479551960021
10,0.8660691421254801,0.8333333316186557,0.47815820486640115,0.9735120990930307,0.6076519125223916,0.5639158472800418,0.7959371224004207,0.9122973168100702
10,0.8555697823303458,0.9249249221473727,0.3636363632070409,0.9918247217162117,0.5220338978626831,0.5245352351843456,0.7908931094551414,0.9187180469212696
10,0.8778489116517285,0.782874616539947,0.6044864219545615,0.9535644208784944,0.6822118583063211,0.6159377978670473,0.7999275937965646,0.9186031876441533
10,0.8591188524590164,0.8938992018729465,0.397874851950561,0.986915276091948,0.5506535943213614,0.5369575360775368,0.8047707097262653,0.9214908860729185
10,0.8534836065573771,0.9230769202366864,0.3541912628640009,0.9918220474347982,0.5119453920546541,0.516249567890673,0.7722223625535346,0.9068904895918903
10,0.8383294901357929,0.9694323101771515,0.2624113472075516,0.9977101730462185,0.4130232554297458,0.4560598796646235,0.7686798193573623,0.9072094352302317
10.0,0.8575515815989574,0.8981317042740763,0.39566262188790813,0.9854799358287043,0.5404199039227393,0.5320220076341164,0.7898660525093791,0.9153384964538531
