len,acc,prec,recall,spec,f1,mcc,auc_roc,auc_pr
5,0.8578745198463509,0.9562499970117188,0.3612750881212809,0.9954218440171937,0.5244215933809583,0.535969716236516,0.8004993710421477,0.9158278400355813
5,0.8445582586427657,0.9379562009563642,0.30342384852016074,0.9944408106623804,0.4585191788951657,0.48060802617649984,0.7834696030758237,0.9130808694248851
5,0.8422535211267606,0.9565217353497165,0.2857142853769607,0.996402877372007,0.43999999959999997,0.472350423641418,0.7834171572210452,0.9089866670578959
5,0.8778489116517285,0.7736686379087742,0.6174734349262415,0.9499672985775124,0.6868023633047916,0.6181211220024934,0.7755518672299211,0.9054152191823872
5,0.840460947503201,0.9705882312160159,0.27272727240528066,0.9977109218450912,0.42580645122045485,0.46589123575482705,0.7892686206935235,0.9090499844409115
5,0.840460947503201,0.9516128993886577,0.2786304601196807,0.9960758662537359,0.43105022791684905,0.4642381077004653,0.7816757194487931,0.9092159995305248
5,0.8752880921895007,0.8321033194979643,0.5324675318388813,0.9702419879103199,0.6493880484885615,0.5992588811331547,0.7969549905613699,0.9132741032675632
5,0.8419569672131147,0.9527559017608035,0.2857142853769607,0.9960745825986017,0.4396003629068116,0.4709230708892841,0.7976510004287926,0.9158520576577496
5,0.8376024590163934,0.9382716010770716,0.26918535977664065,0.9950932283300317,0.4183486234694049,0.45086695104432783,0.771740433206739,0.9047236701800001
5,0.8311555213937997,0.9651741245513725,0.22931442053272527,0.9977101730462185,0.370582616647008,0.4232427942897214,0.7865701254358831,0.9146534984235691
5.0,0.8489460146086817,0.9234902648718458,0.34359259869948133,0.9889139590613093,0.48445194658300056,0.49814703288687073,0.786679888834404,0.9110079909201068
6,0.8443021766965428,0.9345454511471074,0.30342384852016074,0.9941137995441093,0.45811051652574813,0.479272723493541,0.7947252538221612,0.9171239159793771
6,0.8453265044814341,0.9354838676147532,0.30814639869168076,0.9941137995441093,0.4635879214355347,0.4836435586181126,0.7910619284380058,0.9139648032566756
6,0.8412291933418694,0.955823289334043,0.2809917352054407,0.996402877372007,0.43430656894680053,0.46790286220347843,0.7857221235456239,0.9106143870993149
6,0.8681177976952625,0.8472803329554804,0.47815820486640115,0.9761281880391994,0.611320754255607,0.5712407422030448,0.7856170764405898,0.912285155239552
6,0.8599231754161332,0.9166666641203703,0.38961038915040097,0.9901896661248563,0.5468102729521042,0.5410732955847376,0.7932706297997347,0.9092573102621263
6,0.8460947503201024,0.9624060114195263,0.30224321097728074,0.996729888490278,0.46001796903861814,0.48905839066772683,0.7859292081400101,0.9115201345417173
6,0.8834827144686299,0.827759195940202,0.5844155837256014,0.9663178544910668,0.6851211067923036,0.630280981813395,0.8082213661906834,0.9184252040248234
6,0.8547643442622951,0.8977272701769111,0.3730814635500809,0.9882237484500414,0.5271059211617131,0.5199431269089814,0.7976327757917694,0.9171694127979256
6,0.8422131147540983,0.9325842661700964,0.2939787481771207,0.9941118740614616,0.44703770157357475,0.4704259449304741,0.7676176399761492,0.9066166681921878
6,0.8419164745067896,0.9635627491353735,0.28132387673602377,0.9970559368671718,0.43549862723193167,0.47110647297253366,0.7968913223333598,0.9176663874949637
6.0,0.8527370245943157,0.9173839098013865,0.3595373459600192,0.9893387632984301,0.5068917359913936,0.5123948099396025,0.7906689324478087,0.9134643378888663
7,0.8614596670934699,0.9135135110445581,0.399055489493441,0.989535643888314,0.5554642559116973,0.5468368367723343,0.8077990494490612,0.9207001898749327
